"NomEntreprise","Adresse","Municipalite","CodePostal","Territoire","SiteWeb","NEQ","CategorieMembre","Type","SecteurActivite","lat","long"
"Corporation de l'exposition agricole du centre-du-Québec","1760 AVENUE GILLES VILLENEUVE CASE POSTALE 1268","Trois-Rivières","G9A5K8","Trois-Rivières","expotr.ca",1144599215,NA,NA,NA,46.347515,-72.559824
"Coopérative de solidarité Echo consultants historiques","1690 rue Pierre-F.-Pinsonneault","Trois-Rivières","G8Y6S3","Trois-Rivières",NA,NA,NA,NA,NA,46.369075,-72.609202
"Allaitement-Soleil","557 4ième rue de la Pointe","Shawinigan","G9N1G9","Shawinigan","www.allaitement-soleil.org",1144252328,NA,NA,NA,46.537506,-72.747177
"Le Bucafin - Cybernet café de Trois-Rivières","920 boul. du Saint-Maurice","Trois-Rivières","G9A3P9","Trois-Rivières","bucafin.qc.ca",NA,NA,NA,NA,46.350902,-72.548563
"Le temps d'une pinte coop de travail brassicole","1465 rue Notre-Dame Centre","Trois-Rivières","G9A4X4","Trois-Rivières","letempsdunepinte.ca",1168450733,NA,NA,NA,46.341427,-72.540624
"Corporation de développement communautaire de Trois-Rivières","207-399-A BLVD Ste-Madeleine","Trois-Rivières","G8T3M8","Trois-Rivières","cdc3r.org",1146872669,NA,NA,NA,46.368417,-72.50573
"Coopérative Enfant Nature","1900 avenue Melville","Shawinigan","G9N6T8","Shawinigan","www.coopenfantnature.org",NA,NA,NA,NA,46.533213,-72.754938
"Association forestière de la Vallée du St-Maurice","210-500 avenue Broadway - -220","Shawinigan","G9N1M3","Shawinigan","afvsm.qc.ca",NA,NA,NA,NA,46.54058,-72.743967
"Les productions théâtrales TGP","70 rue Langelier","Trois-Rivières","G8W1S9","Trois-Rivières","tgptheatre.com",1140875007,NA,NA,NA,46.375917,-72.572008
"CPE Carmel la Sauterelle","200 rue Saint-Honoré","Saint-Étienne-des-Grès","G0X2P0","Maskinongé",NA,NA,NA,NA,NA,46.442503,-72.770396
"Camp Minogami","2630 Chem. Principal","Saint-Gérard-des-Laurentides","G9R1W3","Shawinigan","www.camps-odyssee.com",1143148568,NA,NA,NA,46.602623,-72.815883
"SIT-Mauricie (Service d'intégration au travail)","1090 rue De La Vérendrye","Trois-Rivières","G9A2S8","Trois-Rivières","www.sitmauricie.com",1149661887,NA,NA,NA,46.339918,-72.555037
"La maison du commis-voyageur","115 av. Saint-Laurent","Louiseville","J5V1J6","Maskinongé",NA,1164030711,NA,NA,NA,46.25566,-72.942644
"Bassin versant Saint-Maurice (BVSM)","1395 ch. Principal","Shawinigan","G9R1E5","Shawinigan","www.bvsm.ca",1143103613,NA,NA,NA,46.60252,-72.81364
"CPE Sakihitokiwan","32C rue Tcikatnaw","Obedjiwan","G0W3B0","La Tuque",NA,NA,NA,NA,NA,48.655404,-74.939511
"Camp Val Notre-Dame","100 ch. Val-Notre-Dame","Hérouxville","G0X1J0","Mékinac","www.campvalnotre-dame.com",1142603878,NA,NA,NA,46.706305,-72.646449
"Arche Mauricie inc.","570 rue Saint-Paul","Trois-Rivières","G9A1H8","Trois-Rivières","www.larchemauricie.com/fr",1141268723,NA,NA,NA,46.348901,-72.538789
"Association chasse et pêche Flechée inc.","2420 RTE 155 S","La Tuque","G9X3N8","La Tuque",NA,1143835644,NA,NA,NA,47.215534,-72.890552
"Journal Le Stéphanois inc.","1260 RUE St-Alphonse","Saint-Étienne-des-Grès","G0X2P0","Maskinongé","www.lestephanois.ca",1144008639,NA,NA,NA,46.441862,-72.771299
"Caisse Desjardins du centre-de-la-Mauricie","2500 105e Avenue","Shawinigan","G9P1P6","Shawinigan","www.desjardins.com/votre-caisse/index.jsp?transit=81510001",1172421464,NA,NA,NA,46.517831,-72.742207
"Corporation de développement communautaire de St-Boniface de Shawinigan inc.","180 RUE LANGEVIN CASE POSTALE 2027","Saint-Boniface","G0X2L0","Maskinongé",NA,1148218564,NA,NA,NA,46.500159,-72.831776
"Moulin seigneurial de la Pointe-du-Lac inc.","11930 NOTRE-DAME OUEST","Trois-Rivières","G9B6X1","Trois-Rivières","moulin-pointedulac.com",1144207132,NA,NA,NA,46.287768,-72.689207
"Transport adapté & collectif des Chenaux","660b rue Principale","Saint-Luc-de-Vincennes","G0X3K0","Des Chenaux",NA,NA,NA,NA,NA,46.497234,-72.420511
"Coopérative d'habitation royale de shawinigan","3-1982 rue Alexandre-Gélinas","Shawinigan","G9N8K4","Shawinigan",NA,NA,NA,NA,NA,46.56092,-72.746242
"Collège Marie-de-l'incarnation","725 RUE HART","Trois-Rivières","G9A4R9","Trois-Rivières","cmitr.qc.ca",1143442342,NA,NA,NA,46.346344,-72.537946
"Parc de la rivière Batiscan","200 chemin du Barrage","Saint-Narcisse","G0X2Y0","Des Chenaux","parcbatiscan.ca",1142274688,NA,NA,NA,46.548565,-72.410184
"La Villa Tournesol","80 116e Rue","Shawinigan","G9P5K7","Shawinigan","villatournesol.org",1147878525,NA,NA,NA,46.524397,-72.74576
"Journal communautaire parent","2 RUE DE L'HÔTEL DE VILLE","Parent","G0X3P0","La Tuque",NA,1164141039,NA,NA,NA,47.919942,-74.612517
"mouv, académie de danse","103-1 Rue Fusey","Trois-Rivières","G8T2T2","Trois-Rivières",NA,1171440705,NA,NA,NA,46.365687,-72.526862
"Association chasse et pêche et villégiature du tawachiche inc.","202 CHEMIN TAWACHICHE","Lac-aux-Sables","G0X1M0","Mékinac","zectawachiche.reseauzec.com",NA,NA,NA,NA,46.928531,-72.467984
"Coop de solidarité en services immobiliers - Habitations populaires du Québec","1160 terr. Turcotte","Trois-Rivières","G9A5C6","Trois-Rivières","habitationsduquebec.com/index.php",1149308265,NA,NA,NA,46.342267,-72.537686
"Mis-mek communautaire","258 ch. Saint-Joseph","Trois-Rives","G0X2C0","Mékinac","www.facebook.com/Camping-et-Rampe-de-Mise-%C3%A0-leau-Mis-Mek-Communautaire-365306330187633",1147103361,NA,NA,NA,46.917142,-72.699642
"Coop de solidarité radio communautaire de la MRC de Maskinongé Country POP 103,1","47 rue Saint-Thomas","Louiseville","J5V2A3","Maskinongé",NA,NA,NA,NA,NA,46.255043,-72.94352
"Association de chasse et pêche Asjtabec inc.","55 rue du Domaine-Morency","La Tuque","G9X3N7","La Tuque","zecborgia.reseauzec.com",NA,NA,NA,NA,47.460625,-72.763468
"SACERF Macousine inc.","2 CH. Petit Lac Ecarté","La Tuque","G9X3N6","La Tuque","zeckiskissink.reseauzec.com",1144657047,NA,NA,NA,47.456765,-72.761907
"Premier envol","1-20 rue Marcelle-Ferron","Louiseville","J5V0A1","Maskinongé","premierenvol2007.wixsite.com/premier-envol",1161105482,NA,NA,NA,46.251502,-72.939132
"Centre d'organisation Mauricien de services et d'éducation populaire COMSEP","250-1060 rue Saint-François-Xavier","Trois-Rivières","G9A1R8","Trois-Rivières","comsep.qc.ca",NA,NA,NA,NA,46.350433,-72.545267
"CPE La Bottine Souriante","4895 boul. de Shawinigan-Sud","Shawinigan","G9N6T5","Shawinigan","www.cpebottinesouriante.com",NA,NA,NA,NA,46.493651,-72.713092
"Coopérative de solidarité équestre St-Pierre","151 rue Principale","Saint-Étienne-des-Grès","G0X2P0","Maskinongé",NA,NA,NA,NA,NA,46.415545,-72.731537
"Groupe ""Voix de femmes St-Mathieu-du-Parc""","1210 ch. Principal","Saint-Mathieu-du-Parc","G0X1N0","Maskinongé",NA,1143810241,NA,NA,NA,46.602149,-72.869765
"Coopérative d'habitation St-Philippe de Trois-Rivières","211-3675 boul. du Chanoine-Moreau","Trois-Rivières","G8Y5M6","Trois-Rivières",NA,1144261527,NA,NA,NA,46.359865,-72.586593
"Centre des arts et sciences","693 rue des Ursulines","Trois-Rivières","G9A5B3","Trois-Rivières",NA,1171648646,NA,NA,NA,46.344149,-72.535479
"La coopérative de solidarité le 507","507 rue Saint-Georges","Trois-Rivières","G9A2K7","Trois-Rivières","www.le507.coop",NA,NA,NA,NA,46.341504,-72.546315
"Atelier des Vieilles Forges inc.","1000 place Boland","Trois-Rivières","G8Z4H2","Trois-Rivières","avf.qc.ca",1141981853,NA,NA,NA,46.340444,-72.579676
"AlterNature Centre d'apprentissage libre","3981 rang des Grès","Notre-Dame-du-Mont-Carmel","G0X3J0","Des Chenaux","www.facebook.com/AlterNature-Centre-dapprentissage-libre-105656858250589/?ref=page_internal",1176490614,NA,NA,NA,46.443752,-72.719594
"Auberge Internationale Premiers Quartiers","497 rue Radisson","Trois-Rivières","G9A2C7","Trois-Rivières",NA,NA,NA,NA,NA,46.343627,-72.544402
"Coopérative de solidarité santé de St-Boniface","157 Rue Langevin","Saint-Boniface","G0X2L0","Maskinongé","www.coopsantesaint-boniface.com",1164748080,NA,NA,NA,46.501147,-72.830171
"Musée POP","200 rue Laviolette","Trois-Rivières","G9A6L5","Trois-Rivières","museepop.ca",1141486275,NA,NA,NA,46.344564,-72.540354
"Caisse Populaire Desjardins Cité de Shawinigan","1795 Av. Saint-Marc","Shawinigan","G9N2H6","Shawinigan",NA,NA,NA,NA,NA,46.552364,-72.744495
"Centre d'Apprentissage et de Formation en Entrepreneuriat féminin (CAFE féminin)","1250 ave de la Station","Shawinigan","G0N8K9","Shawinigan",NA,NA,NA,NA,NA,46.545617,-72.749825
"La Nature d'Alexis coopérative de solidarité","180 rue Notre-Dame","Saint-Alexis-des-Monts","J0K1V0","Maskinongé","lanaturedalexis.com",1166447467,NA,NA,NA,46.459674,-73.145393
"Comité zip les deux rives","3930 rue Louis-Pinard","Trois-Rivières","G8Y4L9","Trois-Rivières","www.zip2r.org/accueil",1148464945,NA,NA,NA,46.350145,-72.589477
"CPE Le Cheval Sautoir","678 rue Hart","Trois-Rivières","G9A4R8","Trois-Rivières","www.monsitew.com/Site/cpelechevalsautoir/ZonePublic/Accueil/LaUne",NA,NA,NA,NA,46.346522,-72.537812
"Corporation théâtre La corde à linge","240 rue Lévis","Saint-Tite","G0X3H0","Mékinac",NA,1144209344,NA,NA,NA,46.731289,-72.56572
"CPE Margo la lune","1935 boul. Hamelin","Trois-Rivières","G8Y0A3","Trois-Rivières",NA,NA,NA,NA,NA,46.36852,-72.618455
"Coopérative de solidarité en habitation de Saint-Stanislas","24 rue Saint-Gabriel","Saint-Saintanislas","G0X3E0","Des Chenaux",NA,1165099806,NA,NA,NA,46.612024,-72.387403
"Radio Ville-Marie-Maurice-Centre-du-Québec","890 boul. du Saint-Maurice","Trois-Rivières","G9A3P8","Trois-Rivières","www.radiovm.com",NA,NA,NA,NA,46.351392,-72.54797
"CPE La Clé des Champs inc.","385 rue Saint-Zéphirin","La Tuque","G9X1X7","La Tuque","www.monsitew.com/Site/cpelacledeschamps/ZonePublic/Accueil",NA,NA,NA,NA,47.43115,-72.780796
"Association pour la déficience intellectuelle et du trouble du spectre l'autisme Centre-Mauricie/Mékinac","2153 RUE GIGNAC","Shawinigan","G9N3X3","Shawinigan","ADI-MAURICIE.CA",NA,NA,NA,NA,46.562934,-72.747211
"Coopérative de solidarité de développement local de Montauban","205 rte de la Traverse","Notre-Dame-de-Montauban","G0X1W0","Mékinac",NA,1163705198,NA,NA,NA,46.8788,-72.313607
"Festival de la galette de sarrasin","26-131 RANG PETITE RIVIERE","Louiseville","J5V2H3","Maskinongé","festivalsarrasin.com/#notre-region",1149197239,NA,NA,NA,46.242965,-72.949521
"Camping Latuquois","1529 Chem. Fitzpatrick","La Tuque","G9X3N7","La Tuque",NA,1144344778,NA,NA,NA,47.464842,-72.777047
"Corporation radio Attikamekw de Wemotaci","36 rue Kenosi","Wemotaci","G0X3R0","La Tuque",NA,NA,NA,NA,NA,47.902565,-73.787333
"COOPÉRATIVE DE SOLIDARITÉ ETC","511 rue Tessier","La Tuque","G9X3E8","La Tuque","coop-etc.letamtamcom.org",1165734485,NA,NA,NA,47.440114,-72.786418
"Centre de formation communautaire de la Mauricie (CFCM)","205-399A boul. Sainte-Madeleine","Trois-Rivières","G8T3M7","Trois-Rivières","cfcmmauricie.org",1143115344,NA,NA,NA,46.368417,-72.50573
"Ozias Leduc","825 avenue Ozias-Leduc","Shawinigan","G9P1E1","Shawinigan","www.oziasleducenmauricie.com",NA,NA,NA,NA,46.527484,-72.750027
"Coopérative d'habitation le bonheur de Trois-Rivières","715 rue Hertel","Trois-Rivières","G9A1G9","Trois-Rivières",NA,NA,NA,NA,NA,46.350533,-72.539817
"Club l'Écureuil","1760 rang Saint-Alexis","Saint-Maurice","G0X2X0","Des Chenaux",NA,1145229846,NA,NA,NA,46.429968,-72.542231
"Coopérative de solidarité Quartier-Monde","919 Boulevard du Saint-Maurice","Trois-Rivières","G9A3R1","Trois-Rivières","coopquartiermonde.ca",1173372047,NA,NA,NA,46.35064,-72.548281
"Coopérative de solidarité Canada-Burundi","1565 rue de Rome","Trois-Rivières","G8W0A7","Trois-Rivières",NA,1175610469,NA,NA,NA,46.383469,-72.566348
"Coopérative d'aqueduc de l'Orme-isaie","1340 ch. Louis-Gatineau","Yamachiche","G0X3L0","Maskinongé",NA,NA,NA,NA,NA,46.269926,-72.783738
"Corporation de développement durable de Mékinac (Pont Mékinac)","560 NOTRE DAME","Saint-Tite","G0X3H0","Mékinac",NA,1142043141,NA,NA,NA,46.726617,-72.564623
"Coopérative d'habitation l'intermède de Louiseville","1160 RUE Terrasse Turcotte","Trois-Rivières","J5V2Z3","Trois-Rivières",NA,1144370617,NA,NA,NA,46.342238,-72.53753
"Coopérative de solidarité en habitation de St-Jean-des-Piles","1531 ch. de Saint-Jean-des-Piles","Shawinigan","G0X2V0","Shawinigan","coopstjeandespiles.com",NA,NA,NA,NA,46.691199,-72.740351
"Coopérative d'habitation Ste-Madeleine du cap","1-455 rue Montplaisir","Trois-Rivières","G8T3B4","Trois-Rivières",NA,1144108975,NA,NA,NA,46.369399,-72.514038
"Coopérative d'habitation le trait-d'union de Trois-Rivières- Ouest","1-775 rue Couture","Trois-Rivières","G9A5Y6","Trois-Rivières",NA,NA,NA,NA,NA,46.326416,-72.576184
"M. le plombier coop","12340 BOUL. Loranger","Trois-Rivières","G9B1H7","Trois-Rivières",NA,NA,NA,NA,NA,46.339064,-72.635419
"Coopérative d'habitation des Trois Pèlerins","3-580 rue Forget","Trois-Rivières","G8T6C8","Trois-Rivières",NA,1143187947,NA,NA,NA,46.383706,-72.542743
"Association Presse-Papiers inc.","73 rue Saint-Antoine","Trois-Rivières","G9A2J2","Trois-Rivières","www.pressepapier.net",1144471407,NA,NA,NA,46.340894,-72.540731
"Caisse Desjardins de l'Est de Trois-Rivières","670 boul. Thibeau","Trois-Rivières","G8T6Z8","Trois-Rivières","www.desjardins.com/votre-caisse/index.jsp?transit=81510006",1171511653,NA,NA,NA,46.382768,-72.547334
"CPE Le Moulin des Bambins","51 de la Sablière","Trois-Rivières","G9B7A7","Trois-Rivières",NA,NA,NA,NA,NA,46.306788,-72.644495
"Les Ateliers de la Fondation TCC MCQ","39 rue Bellerive","Trois-Rivières","G8T6J4","Trois-Rivières","fondationtcc.org",1148057699,NA,NA,NA,46.360829,-72.512319
"Musée des Ursulines de Trois-Rivières","734 rue des Ursulines","Trois-Rivières","G9A5B5","Trois-Rivières","musee-ursulines.qc.ca",1142698407,NA,NA,NA,46.344798,-72.537166
"Coopération d'habitation l'Entretoit de Trois-Rivières","5450 rue Léon-Méthot","Trois-Rivières","G8Y5M2","Trois-Rivières",NA,NA,NA,NA,NA,46.361917,-72.597042
"Coopérative d'habitation Entre-Nous","6-2482 rue St-Prosper","Shawinigan","G9N2X6","Shawinigan",NA,NA,NA,NA,NA,46.509558,-72.828147
"Coop de travail brasserie artisanale Le Trou du Diable","412 AVENUE WILLOW","Shawinigan","G9N1X2","Shawinigan","troududiable.com",1162201314,NA,NA,NA,46.540183,-72.753349
"Association des pourvoyeurs et pêcheurs du poisson Des Chenaux de la Rivière Ste-Anne inc.","8 rue Marcotte","Sainte-Anne-de-la-Pérade","G0X2J0","Des Chenaux","lespetitspoissons.ca/nous-joindre",1142095497,NA,NA,NA,46.571419,-72.205309
"Club de boxe Performance","172 rue Michener","Trois-Rivières","G8T1V9","Trois-Rivières","clubperformance.ca",1167963645,NA,NA,NA,46.388179,-72.539001
"Coopérative des ambulanciers de la Mauricie","7325 boul. Jean-XXIII","Trois-Rivières","G9A5C9","Trois-Rivières","www.ambulancecam.com",1144341303,NA,NA,NA,46.322278,-72.602407
"Cuisine Coopérative de solidarité - La Boîte à Lunch","2182 Rue St Philippe","Trois-Rivières","G9A4V7","Trois-Rivières","cooplaboitealunch.com",NA,NA,NA,NA,46.336035,-72.547152
"Café Édouard, coopérative de solidarité","4430 4e rang du Grand-Portage","Saint-Édouard-de-Maskinongé","J0K2H0","Maskinongé","www.lechodemaskinonge.com/societe/le-cafe-edouard-a-cesse-ses-activites-2",NA,NA,NA,NA,46.340662,-73.188547
"Coopérative de solidarité en habitation de Ste-Thècle","105 RUE Lacordaire","Sainte-Thècle","G0X3G0","Mékinac",NA,NA,NA,NA,NA,46.81775,-72.505398
"OBVRLY - Organisme de bassins versants des Rivières du loup et des Yamachiche","780 RUE Saint-Joseph","Saint-Barnabé","G0X2K0","Maskinongé","www.obvrly.ca",NA,NA,NA,NA,46.394015,-72.879212
"Appartenance Mauricie société d'histoire régionale","2152 RUE Cascade","Shawinigan","G9N6T9","Shawinigan","appartenancemauricie.ca",1144778447,NA,NA,NA,46.541857,-72.758054
"Camp du Lac Vert","850 ch. du Lac-Vert","Saint-Mathieu-du-Parc","G0X1N0","Maskinongé","campdulacvert.net/HTML/index.html",1142321679,NA,NA,NA,46.567743,-72.932924
"Communo-gym (COMSEP)","1060 rue St-François-Xavier","Trois-Rivières","G9A1R8","Trois-Rivières",NA,NA,NA,NA,NA,46.350513,-72.545365
"Coopérative d'habitation du Centre de Grand-Mère","6-505 7e rue","Shawinigan","G9T4N1","Shawinigan",NA,NA,NA,NA,NA,46.614994,-72.69447
"Vieux presbytère de Batiscan","340 rue Principale","Batiscan","G0X1A0","Des Chenaux",NA,1143131077,NA,NA,NA,46.482108,-72.25822
"Coopérative de solidarité propulsion sports","1530 av. de Grand-Mère","Shawinigan","G9T2K1","Shawinigan",NA,NA,NA,NA,NA,46.607063,-72.70376
"Réseau d'Habitation Communautaire de la Mauricie","121 St-Antoine","Trois-Rivières","G9A2J3","Trois-Rivières",NA,NA,NA,NA,NA,46.3411,-72.541685
"Coopérative d'habitation Logi-cile de Trois-Rivières","835 rue des Ursulines","Trois-Rivières","G9A5B8","Trois-Rivières",NA,1144369551,NA,NA,NA,46.343398,-72.537321
"Camp et Auberge du Lac en Coeur","858 rue Laviolette","Trois-Rivières","G9A5S3","Trois-Rivières","www.camplacencoeur.qc.ca",NA,NA,NA,NA,46.349071,-72.544762
"CPE Le cerf-Volant inc.","925 rue Tousignant","Trois-Rivières","G8V2R7","Trois-Rivières",NA,NA,NA,NA,NA,46.396813,-72.543544
"CPE Les Recrues du Cégep","2263 av. du Collège","Shawinigan","G9N6V8","Shawinigan","www.cegepshawinigan.ca/services-a-la-population/cpe-recrues-cegep",NA,NA,NA,NA,46.564126,-72.7528
"Caisse Desjardins de St-Boniface","130 rue Guillemette","Saint-Boniface","G0X2L0","Maskinongé","www.desjardins.com",NA,NA,NA,NA,46.504251,-72.82603
"Bulletin communautaire Le Tour d'y Voir","749 boul. du Saint-Maurice","Trois-Rivières","G9A3P5","Trois-Rivières",NA,NA,NA,NA,NA,46.352096,-72.545674
"Coop les Affranchis","141 rue du Lac-Bellerive","Saint-Élie-de-Caxton","G0X2N0","Maskinongé","www.lesaffranchis.coop",1142920017,NA,NA,NA,46.496175,-72.907936
"Festival de la truite mouchetée de St-Alexis-des-monts inc.","30 rue Saint-Olivier","Saint-Alexis-des-Monts","J0K1V0","Maskinongé","www.festivaldelatruitemouchetee.com",1142063156,NA,NA,NA,46.462789,-73.143548
"CPE six saisons","68 rue Kenosi","Wemotaci","G0X3R0","La Tuque",NA,NA,NA,NA,NA,47.903143,-73.787351
"Caisse Desjardins des technologies de l'information","513 rue Saint-Louis","La Tuque","G9X2X3","La Tuque","www.desjardins.com/votre-caisse/index.jsp?transit=81592260",NA,NA,NA,NA,47.440522,-72.782913
"Coopérative d'habitation l'héritage","4170 rue de Chambord","Trois-Rivières","G8Y6S7","Trois-Rivières",NA,1172597131,NA,NA,NA,46.351263,-72.602941
"La société protectrice des animaux de la Mauricie inc.","5000 BOUL. Saint-Jean","Trois-Rivières","G9B0N4","Trois-Rivières","www.spamauricie.com",1146002606,NA,NA,NA,46.345867,-72.63129
"Coopérative la Charrette","421 rang 1er Nord","Charette","G0X1E0","Maskinongé","coopcharrette.com",1173236374,NA,NA,NA,46.444684,-72.921331
"Maison Eureka","3383 rue Trudel","Shawinigan","G9N6R4","Shawinigan",NA,1146761573,NA,NA,NA,46.566313,-72.760815
"Soutien à domicile Des Chenaux","110-44 rang de la Rivière-à-Veillet","Sainte-Geneviève-de-Batiscan","G0X2R0","Des Chenaux","aidechezsoideschenaux.com",1142434035,NA,NA,NA,46.564545,-72.341041
"Café COMSEP","1060 rue St-François-Xavier","Trois-Rivières","G9A1R8","Trois-Rivières",NA,1146930681,NA,NA,NA,46.350513,-72.545365
"Coopérative de travail canots composites","10180 ch. Sainte-Marguerite","Trois-Rivières","G9B6M2","Trois-Rivières","canotscomposites.com",1160897675,NA,NA,NA,46.295543,-72.668457
"Lavi-eau-champ","111-290 RUE PRINCIPALE","Saint-Narcisse","G0X2Y0","Des Chenaux","www.lavieauchamp.com",1147043997,NA,NA,NA,46.565641,-72.465648
"Les artisans bénévoles de la paix en Mauricie","700 rue Sainte-Cécile","Trois-Rivières","G9A1L2","Trois-Rivières","www.artisansdelapaix.org",1144033108,NA,NA,NA,46.349664,-72.540399
"CPE Saute-Mouton inc.","3525 BOUL. LAVIOLETTE","Trois-Rivières","G8Z1E9","Trois-Rivières","www.cegeptr.qc.ca/population/cpe-saute-mouton",NA,NA,NA,NA,46.35955,-72.569517
"CPE Le Coffre à jouets","260 rue Vachon","Trois-Rivières","G8T8Y2","Trois-Rivières",NA,NA,NA,NA,NA,46.374045,-72.552191
"CIBES Centre d'intervention budgétaire et sociale de la Mauricie - Bécancour - Nicolet - Yamaska","274 rue Bureau","Trois-Rivières","G9A2M7","Trois-Rivières","cibes-mauricie.ca",NA,NA,NA,NA,46.339165,-72.544515
"LA GAZETTE DE LA MAURICIE","942 rue Sainte-Geneviève","Trois-Rivières","G9A3X6","Trois-Rivières","gazettemauricie.com",1144227494,NA,NA,NA,46.346415,-72.543446
"École de danse Balarel","505 205e Avenue","Shawinigan","G9T3H3","Shawinigan","www.balarel.com",1160323128,NA,NA,NA,46.625548,-72.658526
"Éditions d'art le Sabord","154 rue Radisson (sous-sol)","Trois-Rivières","G9A5M6","Trois-Rivières","www.lesabord.qc.ca",NA,NA,NA,NA,46.342845,-72.540906
"La Cité de l'énergie","1000 av. Melville","Shawinigan","G9N6T9","Shawinigan","www.citedelenergie.com",1142808063,NA,NA,NA,46.5366,-72.757296
"Association de chasse et pêche de Notre-Dame-de-Montauban inc.","751 ch. du Lac-du-Castor","Notre-Dame-de-Montauban","G0X1W0","Mékinac",NA,1143556562,NA,NA,NA,46.871305,-72.226552
"Journal La Rochelle","670 rue Jean-Nil","Trois-Rivières","G8T8V8","Trois-Rivières",NA,1142338616,NA,NA,NA,46.419674,-72.596024
"Coopérative de solidarité du duché de bicolline","1480 ch. Principal","Saint-Mathieu-du-Parc","G0X1N0","Maskinongé","www.bicolline.org",1161100640,NA,NA,NA,46.577005,-72.902298
"Le gymnase social des premiers quartiers de Trois-Rivières","1060 rue Saint-François-Xavier","Trois-Rivières","G9A1R8","Trois-Rivières",NA,NA,NA,NA,NA,46.350513,-72.545365
"Caisse Desjardins de La Tuque","341 rue Saint-Joseph","La Tuque","G9X1L3","La Tuque","www.desjardins.com/votre-caisse/index.jsp?transit=81510103",1142595124,NA,NA,NA,47.440642,-72.78334
"La compagnie du cimetière Forest Hill","3300 BOUL. Des Forges","Trois-Rivières","G8Z1V6","Trois-Rivières","centrerousseau.com/installations/cimetiere-forest-hill",1165254062,NA,NA,NA,46.349543,-72.57306
"Coop de solidarité de St-Adelphe","501 ROUTE 352","Saint-Adelphe","G0X2G0","Mékinac",NA,1163430920,NA,NA,NA,46.728521,-72.435171
"CPE Marie-Lune","3140 rue Louis-Pasteur","Trois-Rivières","G8Z4E3","Trois-Rivières","ciusssmcq.ca",1141222720,NA,NA,NA,46.354364,-72.56468
"Coopérative d'habitation Les douze du cap","3-1034 rue De Mézy","Trois-Rivières","G8T7E7","Trois-Rivières",NA,1144306876,NA,NA,NA,46.390692,-72.556502
"Habitation populaire de La Tuque","492 rue Élisabeth","La Tuque","G9X2B3","La Tuque",NA,1144143311,NA,NA,NA,47.441423,-72.773128
"Bleu forêt, coop de communication responsable","151 rue Saint-Pierre","Saint-Élie-de-Caxton","G0X2N0","Maskinongé","bleu-foret.ca",1177055648,NA,NA,NA,46.489199,-72.959147
"CPE L'île des Mousaillons","700 rue Lorraine","Trois-Rivières","G8W1E3","Trois-Rivières",NA,NA,NA,NA,NA,46.41887,-72.594171
"Caisse Desjardins de Trois-Rivières","5625 boul. Jean-XXIII","Trois-Rivières","G8Z4B2","Trois-Rivières","www.desjardins.com/votre-caisse/index.jsp?transit=81510101",1174229931,NA,NA,NA,46.333758,-72.591483
"Aide chez soi Trois-Rivières","76 boul. Sainte-Madeleine","Trois-Rivières","G8T3K6","Trois-Rivières","aidechezsoi.com/eesad/aide-chez-soi-trois-rivieres",1147771803,NA,NA,NA,46.363415,-72.512635
"CPE La Culbute","1450 rue du Père-Marquette","Trois-Rivières","G8Z4N5","Trois-Rivières","www.cpelaculbute.com",NA,NA,NA,NA,46.348202,-72.572336
"Maski en forme","871 A boul. Saint-Laurent Ouest","Louiseville","J5V1L3","Maskinongé","www.maskirecolte.com",1165787988,NA,NA,NA,46.249455,-72.966951
"Association chasse et pêche Bordure du Parc","600 ch. de l'Esker","Saint-Mathieu-du-Parc","G0X1N0","Maskinongé",NA,1140339996,NA,NA,NA,46.573049,-72.923398
"Les aides familiales de Mékinac","201-301 ST-JACQUES","Sainte-Thècle","G0X3G0","Mékinac","aidesmekinac.ca",NA,NA,NA,NA,46.818583,-72.504294
"Académie de tennis l'Échange","7050 RUE Marion","Trois-Rivières","G9A6G4","Trois-Rivières","academielechange.com",1176426931,NA,NA,NA,46.318167,-72.574688
"La corporation halte-camping du Lac clair et du Lac Roberge","7-650 AVE 4e APP:","Grandes-Piles","G0X1H0","Mékinac","airenature.com",1161466777,NA,NA,NA,46.686256,-72.725133
