"NEQ","NomEntreprise","Adresse","Municipalite","Adresse_Lign3","CodePostal","SecteurActivite","FormeJuridique","lat","long"
1176627645,"Bizarnaüm","143 rue Saint-Louis","Saint-Élie-de-Caxton (Québec)",NA,"G0X2N0","Faire la promotion des arts de la rue et visant la création d’événements culturels insolites et pluridisciplinaire au Québec.","APE",46.49347,-72.96148
1176316694,"Les donneurs de leçons","5 rue des Pivoines","Trois-Rivières (Québec)",NA,"G8V1E3","-","APE",46.389186,-72.489425
3376938265,"Association pour la protection de l’environnement du lac Mondor","4550 ch. des Trois-Lacs","Shawinigan (Québec)",NA,"G9T0C8","Regroupement  de propriétaires","ASS",46.62709,-72.771425
1167237115,"Fête familiale de Saint-Louis-de-France","200 RUE De Grandmont","CP 368","Trois-Rivieres (Québec)","G9A5H3","Établir et organiser une association de loisirs au bénéfice de la population du secteur St-Louis-de-France dans la Ville de Trois-Rivières ainsi que des environs. Faire la sensibilisation et la promotion d'activités sociales, de loisirs, sportives","APE",46.372938,-72.523011
1177416238,"Association étudiante en ergothérapie UQTR (AEE UQTR), campus de Trois-Rivières","3351","BOUL. des Forges 1087 pav. vie étud.","Trois-Rivières (Québec)","G9A5H7","-","APE",46.344271,-72.553359
1177336022,"Les Joyeux Nivelleux du Lac Turcotte JNLT","361 rue des Pétunias","Trois-Rivières (Québec)",NA,"G8V1C8","-","APE",46.383155,-72.496885
1177242501,"SERVICES AU BIEN-ETRE FAMILIALE SBEF","5271 boul. du Chanoine-Moreau","Trois-Rivières (Québec)",NA,"G8Y1S6","Promouvoir le réseautage et l'intégration socio-culturelle Réaliser des activités récréatives et briser l'isolement","APE",46.365021,-72.591176
1177274165,"Atelier et galerie d'art Factrie 701","701 4e Rue","Shawinigan (Québec)",NA,"G9T6J3","Formations artistiques et conférences","APE",46.616796,-72.691021
1164872690,"INNOVATION ET DÉVELOPPEMENT ÉCONOMIQUE TROIS-RIVIÈRES","100-370 rue des Forges","Trois-Rivières (Québec)",NA,"G9A2H1","-","APE",46.342492,-72.545485
1143042191,"LEGION ROYALE CANADIENNE SUCC. 44, SHAWINIGAN","5315 boul. Royal","Shawinigan (Québec)",NA,"G9N8G6","LÉGIONS CANADIENNES, ASS. D'ANCIENS COMBATTANTS, À BUT NON-LUCRATIF","APE",46.570307,-72.725858
1177411684,"13317501 Canada Association","3351 BOUL. des Forges","Trois-Rivières (Québec)",NA,"G9A5H7","club de flag football","APE",46.348038,-72.57778
1177523520,"La Cyclerie","3790 rue des Hêtres","Trois-Rivières (Québec)",NA,"G8Y1L7","Vente de vélos, d'accessoires et de pièces. Service de formation.","APE",46.359582,-72.575702
1177503902,"Association des propriétaires du Lac Bourgeoys","9 CH. Chemin du lac bourgeoys","La Bostonnais (Québec)",NA,"G9X0A7","-","APE",47.519545,-72.680533
1177661932,"Société Alzheimer Mauricie","1660 10e Avenue","Shawinigan (Québec)",NA,"G9T5M8","-","APE",46.607587,-72.709963
1177716678,"NDDAvenir","420 rue Principale","Notre-Dame-de-Montauban (Québec)",NA,"G0X1W0","Aide à la requalification de bâtiments religieux afin d'offrir des services pour la communauté dans la MRC de Mékinac","APE",46.87875,-72.308294
1177557148,"Club de hockey balle de Trois-Rivières","855 rue des Ateliers","Trois-Rivières (Québec)",NA,"G9B7J5","Opérer une équipe de hockey balle","APE",46.308598,-72.6684
3377698249,"Association du grand pin","3911 rue des Tulipes","Notre-Dame-du-Mont-Carmel (Québec)",NA,"G0X3J0","-","ASS",46.468125,-72.683958
1177538312,"Communauté Windigo","1-290 RANG SUD-EST","LA BOSTONNAIS (Québec)",NA,"G9X0A6","ENTRETIEN CHEMIN ET PONCEAUX","APE",47.55478,-72.648384
1177661700,"Habitations Communautaires de la Mauricie et du Centre-du-Québec","202-399A BOUL. Sainte-Madeleine","Trois-Rivières (Québec)",NA,"G8T3M7","-","APE",46.368417,-72.50573
1177703585,"Le Psy Plus","2843 av. Beaudry-Leman","Shawinigan (Québec)",NA,"G9N3H7","-","APE",46.565076,-72.745526
1177525822,"L'école de la vie 16-30","75 rue Saint-Hilaire","Trois-Rivières (Québec)",NA,"G8V2J7","-","APE",46.412112,-72.533047
1177742575,"CAMP DU LAC VERT","850 ch. du Lac-Vert","Saint-Mathieu-du-Parc (Québec)",NA,"G0X1N0","-","APE",46.567743,-72.932924
1177767721,"Fondation pour la santé cardiovasculaire de la Mauricie","312-7175 rue Marion","Trois-Rivières (Québec)",NA,"G9A5Z9","Promouvoir la santé cardiovasculaire par la mise en valeur de la réadaptation physique et cardiaque. Supporter les personnes vulnérables atteintes de maladies cardiovasculaires chroniques en favorisant leur réadaptation.","APE",46.325362,-72.580351
1177773307,"Syndicat du personnel de soutien du CNETE (CSN)","2263 av. du Collège","Shawinigan (Québec)",NA,"G9N6V8","-","APE",46.564126,-72.7528
1177615987,"Hockey Sénior Trois-Rivières","855 rue des Ateliers","Trois-Rivières (Québec)",NA,"G9B7J5","Opérer une équipe de hockey sénior","APE",46.308598,-72.6684
1177799286,"Fondation des vétérans Thunder Ride Trois-Rivières","10 rue Saint-Irénée","Trois-Rivières (Québec)",NA,"G8T7B7","-","APE",46.361244,-72.517505
1177860898,"Fondation de la famille G. C.","8370 ch. Sainte-Marguerite","Trois-Rivières (Québec)",NA,"G9B0M3","Soulagement de la pauvreté et avancement de la religion.","APE",46.31419,-72.627805
1177834257,"Église Pentecôtiste de Jéhovah Shammah","5555 rue Jean-Paul-Lavergne","Trois-Rivières (Québec)",NA,"G8Y3Y5","EVENGELISER  AIDER LES PAUVRES AIDER LES NOUVEAUX ARRIVANTS A S INTEGRER","APE",46.35667,-72.606687
3377836377,"Citoyens de La Vérendrye","4247 rue Notre-Dame O","Trois-Rivières (Québec)",NA,"G9A4Z4","-","ASS",46.322127,-72.560088
1177857977,"Jouer Bouger Rire","1400 rue Hains","Trois-Rivières (Québec)",NA,"G9C1G9","Activités préventives et éducatives en santé, services d'accompagnement et de soutien aux familles","APE",46.399648,-72.657247
1142201574,"CLUB DE L'AGE D'OR DE ST-JOSEPH-DE-MEKINAC","209 ch. Le Jeune","Trois-Rives (Québec)",NA,"G0X2C0","Activités culturelles et récréatives","APE",46.918322,-72.692788
1177858207,"C.P.H-P.R. Mauricie(2016)","253 3e rue de la Pointe","Shawinigan (Québec)",NA,"G9N1H5","Club Philatélique (loisir sociaux)","APE",46.539249,-72.745456
1178051711,"Impro Trois-Rivières","5440 rue de Marseille","Trois-Rivières (Québec)",NA,"G8Y3Z5","Organisme d'aide aux créateurs et aux producteurs de spectacles d'improvisation dramatique et artistique à Trois-Rivières.","APE",46.341806,-72.597294
1178079167,"Centre d'expertise en logistique portuaire","1545 rue du Fleuve","Trois-Rivières (Québec)",NA,"G9A6K4","Centre de recherche","APE",46.340689,-72.539578
1177952885,"Rassemblement Essence","560 ch. du Canton","Saint-Mathieu-du-Parc (Québec)",NA,"G0X1N0","-","APE",46.596279,-72.849152
1178036373,"Refuge Masko","740 Route 155 N","La Bostonnais (Québec)",NA,"G9X0A7","-","APE",47.508332,-72.705766
1178049038,"Association pour la protection du lac Lambert","121 CH. Alexandre","Saint-Alexis-des-Monts (Québec)",NA,"J0K1V0","Protection de l'environnement","APE",46.462405,-73.14352
1178043783,"GPC3R","408 rue Saint-Alexis","Trois-Rivières (Québec)",NA,"G8T1B3","Course de chiens","APE",46.395061,-72.578879
3378103652,"ASSOCIATION DU DOMAINE DOUCET","440 ch. des Pins","Trois-Rivières (Québec)",NA,"G8W2J9","Gestion des actifs et infrastructures communs aux membres","ASS",46.388121,-72.590243
1178107703,"Dek Kia","3370 car. des Peintres","Shawinigan (Québec)",NA,"G9T0E6",NA,"APE",46.614902,-72.729576
1177933042,"Loisir Camping Mékinac","501 rte Ducharme","Saint-Roch-de-Mékinac (Québec)",NA,"G0X2E0","-","APE",46.787078,-72.783504
1178064839,"QUÉBEC ROSE CLUB","A300-9709 rue Notre-Dame O","Trois-Rivières (Québec)",NA,"G9B6T4","Trek","APE",46.288599,-72.636645
1178069440,"Service de développement artistique interculturel : Voix de Pasaj","127 RUE Radisson","Trois-Rivières (Québec)",NA,"G9A2C5","Développement artistique Promotion de cocréation interculturel","APE",46.342573,-72.540543
1178611407,"Protection des Berges du St-Laurent Lanaudière-Mauricie","405-400 rue Hart","Trois-Rivières (Québec)",NA,"G9A0G9","L'organisation vise la protection des berges du St-Laurent contre le batillage par la navigation commerciale et par la navigation de plaisance dans les îles de l’archipel du Lac St-Pierre dans la région de Lanaudière et de la Mauricie.","APE",46.345577,-72.539307
1178539673,"Afeas Saint-Michel-des-Forges","1575 rue Jacques-Cartier","Trois-Rivières (Québec)",NA,"G8Y3E2","-","APE",46.369149,-72.605996
1178566858,"Astres Chiens","267 CH. Lac La Tuque","CP 65","La Tuque (Québec)","G9X0A4","-","APE",47.204967,-72.749066
1178612330,"COOPÉRATIVE DE SOLIDARITÉ NOURRICIÈRE","730 rue Saint-Joseph","Saint-Barnabé (Québec)",NA,"G0X2K0","Exploitation d'un verger et d'une pépinière d'arbres fruitiers et autres activités connexes.","COP",46.393264,-72.877837
1178660941,"Club Senneville Athlétisme","810 rue des Bateliers","Trois-Rivières (Québec)",NA,"G9B0N8","-","APE",46.303698,-72.59205
1178481785,"Marchamps","446 RUE des Forges","Trois-Rivières (Québec)",NA,"G9A4G5",NA,"APE",46.342585,-72.544588
1178481231,"Organisation AIDES","7590 rue Hémond","Trois-Rivières (Québec)",NA,"G9B1P8","-","APE",46.306608,-72.579558
1178696507,"Auxilium loisirs","220 rue Gagnon","Hérouxville (Québec)",NA,"G0X1J0","-","APE",46.672225,-72.618962
1178471554,"Collectif du Sacré Lieu d'affaires","1-306-1250 AV. de la Station","Shawinigan (Québec)",NA,"G9N8K9",NA,"APE",46.542551,-72.752033
1178679271,"Festival La Folie des Fils","255 rue Pie-X","Trois-Rivières (Québec)",NA,"G8V1P3","promouvoir: le tricot, le crochet, la broderie, le filage de la laine etc. ainsi que leurs produits dérivés.  De plus plusieurs conférences et ateliers éducatifs seront au programme.","APE",46.384304,-72.493812
1178675303,"L'ARCHE DU CHASSEUR","650 boul. Trudel O","Saint-Boniface (Québec)",NA,"G0X2L0","VOIR À CE QUE LES CHEMINS ET PONCEAUX UTILISÉS PAR LES MEMBRES VILLÉGIATEURS SOIENT SÉCURITAIRES","APE",46.494347,-72.832309
1178553971,"Association professionnelle des enseignantes et enseignants du Collège Marie-de-l'Incarnation (CSQ)","725 rue Hart","Trois-Rivières (Québec)",NA,"G9A4R9",NA,"APE",46.346344,-72.537946
1178342573,"Découvertes MusicArt","21 rue Monic","Louiseville (Québec)",NA,"J5V2V2","-","APE",46.248412,-72.932307
1178165735,"Fondation Maison du Sénégal à Trois-Rivières","295 rue Ringuet","Trois-Rivières (Québec)",NA,"G9A3C6","-","APE",46.362448,-72.553046
1178307774,"Comité organisateur de la Finale des Jeux du Québec - Trois-Rivières 2025","200 RUE De Grandmont","Trois-Rivières (Québec)",NA,"G8T2R4","Organisation de compétitions sportives - Jeux du Québec","APE",46.372938,-72.523011
1178165719,"District Lupel inc.","700 rue Notre-Dame E","Trois-Rivières (Québec)",NA,"G8T4H9","La corporation a pour mission d'accroitre l'autonomie alimentaire","APE",46.371122,-72.495402
1178282985,"Tisserandes de liens de Mékinac","208-301 rue St-Jacques","Sainte-Thècle (Québec)",NA,"G0X3G0","Promotion et soutien de la pratique du tissage artisanal.","APE",46.818583,-72.504294
1178394723,"Génération YZ","12110 rue Notre-Dame O","Trois-Rivières (Québec)",NA,"G9B6X2","-","APE",46.286827,-72.694511
1178393675,"Centre Christ en Action Trois-Rivières","5433 BOUL. Jean XXIII","Trois-Rivières (Québec)",NA,"G8Z4P8","-","APE",46.335585,-72.589692
1178293834,"Le Grand Clash","1134 rue De La Terrière","Trois-Rivières (Québec)",NA,"G8Z3J8",NA,"APE",46.350364,-72.566402
1178435757,"Afeas Jean XXIII","489 rue des Bateliers","Trois-Rivières (Québec)",NA,"G9B0N9","défense des droit des femmes pour un monde égalitaire","APE",46.303181,-72.591373
1178459195,"Sports canins Trois-Rivières","511 ch. du Lac-Vincent","Shawinigan (Québec)",NA,"G0X2V0","Organisation d'activités canines sportives","APE",46.732779,-72.785278
1178469038,"Héritage Sainte-Flore","3750 ch. de Sainte-Flore","Shawinigan (Québec)",NA,"G9T1A8","Organisation et gestion d'évènements de levées de fonds pour des organismes caritatifs communautaires. Aide a la demande de subvention. Arts de la scène, spectacles et concerts","APE",46.613236,-72.739666
3378240918,"Association ruisseau de la cache","590 ruisseau de la cache","La Tuque (Québec)",NA,"G0X1R0","-","ASS",47.876669,-73.013411
1178179173,"Collectif des Hommes Unis pour une Masculinité Saine Les Chums","841 av. Royale","Louiseville (Québec)",NA,"J5V2L4","-","APE",46.276882,-72.922864
3378316189,"Performance maptech","2291 rang Saint-Jean","Saint-Maurice (Québec)",NA,"G0X2X0","Courses de véhicules récréatifs","ASS",46.466302,-72.535175
1178327145,"Coude à Coude - Maison d'entraide pour familles et Centre de pédiatrie sociale en communauté de Shawinigan","530 4e Rue","Shawinigan (Québec)",NA,"G9T4T4","-","APE",46.615787,-72.688532
1178237534,"Regroupement des étudiants en sciences biologiques et écologiques de l'UQTR (RESEB)","3351 BOUL. Des Forges","Trois-Rivières (Québec)",NA,"G9A5H7","-","APE",46.348038,-72.57778
1178395811,"Comité des loisirs Sainte-Ursule","215 rue Lessard","Sainte-Ursule (Québec)",NA,"J0K3M0","-","APE",46.290293,-73.028987
1178323466,"Caisse Desjardins de Saint-Boniface","130 rue Guillemette","Saint-Boniface (Québec)",NA,"G0X2L0","-","COP",46.504251,-72.82603
1143842855,"CLUB DE NATATION DU CENTRE DE LA MAURICIE INC.","2040 av. Côté","Shawinigan (Québec)",NA,"G9P4X2","CLUB DE NATATION","APE",46.526963,-72.736504
1178260726,"FONDATION COVALENCE","3256 rue Papineau","Trois-Rivières (Québec)",NA,"G8Z1P5","OSBL ayant pour but l'avancement de la religion chrétienne, l'allégement de la pauvreté et l'avancement de l'éducation","APE",46.355493,-72.570703
1178297827,"Association des loisirs 3-L","14-3900 place Masson","Shawinigan (Québec)",NA,"G9N7P7",NA,"APE",46.570367,-72.745982
1178711462,"Association pour aider les réfugiés de la famille Didace dans le groupe 2 à 5","1241 rue des Bouleaux","La Tuque (Québec)",NA,"G9X4K2","-","APE",47.408786,-72.780476
1178669843,"Club de basketball de St-Boniface inc.","150 rue Mousseau","Trois-Rivières (Québec)",NA,"G8W1C3","-","APE",46.374515,-72.564375
3378491081,"Association du Domaine de la montagne","2481 rang Augusta","Sainte-Angèle-de-Prémont (Québec)",NA,"J0K1R0","Détention et entretien d'un chemin","ASS",46.350914,-73.059748
1178671104,"BD pour tous","1250 av. de la Station","Shawinigan (Québec)",NA,"G9N8K9","Ateliers de bande dessinée","APE",46.545617,-72.749825
1164797889,"LA FONDATION SUNNY D. EXTRÊME","411 av. des Dalles","Shawinigan (Québec)",NA,"G9P0C2","FAIRE LE PONT ENTRE LES GÉNÉRATIONS PAR DES ACTIVITÉS INTERGÉNÉRATIONNELLES FAVORISER LES SPORTS ET ACTIVITÉS PHYSIQUE","APE",46.512237,-72.728346
1178600194,"COOPÉRATIVE FLAG-FOOTBALL ACADÉMIE","216 rue du Sanctuaire","Trois-Rivières (Québec)",NA,"G8T4W7","-","COP",46.373164,-72.505711
3379134441,"Association des étudiants en psychoéducation de l'Université du Québec à Trois-Rivières","3351G boul. des Forges","Trois-Rivières (Québec)",NA,"G8Z4M3","Nous organisons des activités où nos étudiants peuvent se rassembler afin de se divertir tel que des soirée festives, et des conférences.","ASS",46.348038,-72.57778
1178706645,"Club d'Épagneuls Sportifs de la Vallée du St-Laurent","770 rue Principale","Sainte-Anne-de-la-Pérade (Québec)",NA,"G0X2J0","-","APE",46.568792,-72.210844
1179136875,"Le Refuge de Dougzy","2961 rang des Chutes","Saint-Édouard-de-Maskinongé (Québec)",NA,"J0K2H0","Refuge pour animaux","APE",46.319783,-73.110701
1148696470,"ALLIANCE AUTOCHTONE COMMUNAUTÉ 044 TROIS-RIVIÈRES MÉTROPOLITAIN","231 rang du Village-Champlain","Sainte-Geneviève-de-Batiscan (Québec)",NA,"G0X2R0","FAIRE ASSEMBLÉE MENSUELLE AVEC LES MEMBRES ALLIANCE AUTOCTHONE ORGANISEER ACTIVITÉ SOCIALE ÉCONOMIQUE CULTURELLE","APE",46.488233,-72.32505
1178626942,"Transition alimenTerre Québec","647 rue Sainte-Angèle","Trois-Rivières (Québec)",NA,"G9A1M7","Promouvoir l’éducation et sensibiliser le public québécois sur les questions liées à l'alimentation durable en: -Offrant des conférences au public ainsi qu’en diffusant de l’information; -Réalisant des recherches; -Proposant des formations.","APE",46.348726,-72.540988
1178601119,"Le Pont 3R","20 RUE Campagna","Trois-Rivières (Québec)",NA,"G8W1J6","Rassemblement et assemblée de culte, estudos bíblicos, Louanges, coaching pastoral","APE",46.390193,-72.540968
1179337077,"Centre Respir'Action","700 BOUL. THIBEAU","TROIS-RIVIÈRES (Québec)",NA,"G8T1A7","-","APE",46.383576,-72.548191
1141182866,"ALTERNATIVE JEUNESSE DE TROIS-RIVIÈRES","973 -975,rue Royale","Trois-Rivières (Québec)","Canada","G9A4H7","MAISON DE JEUNES C'EST-À-DIRE LIEU DE RENCONTRE POUR LES 12-18 ANS. SERVICE","APE",46.345221,-72.542542
1160721339,"L'ASSOCIATION QUÉBÉCOISE DES PROFESSEURS DE FRANÇAIS (A. Q. P. F.)","75 rue Jérémie","Saint-Boniface (Québec)",NA,"G0X2L0","ASSOCIATION PROFESSIONNELLE","APE",46.492305,-72.806215
1144307775,"LA COOPÉRATIVE D'HABITATION PLACE SOLEIL DE TROIS-RIVIÈRES","17-3900 rue Louis-Pinard","Trois-Rivières (Québec)",NA,"G8Y4L9","SERVICE DE LOCATION","COP",46.350048,-72.589943
1179185237,"Communauté biblique missionnaire (CBM)","151 rue Colbert","Trois-Rivières (Québec)",NA,"G9B6B4","-","APE",46.320379,-72.686955
1143890813,"SÉMINAIRE DES TROIS-RIVIÈRES","858 rue Laviolette","Trois-Rivières (Québec)",NA,"G9A5J1","Administration d'un immeuble servant à l'enseignant secondaire","APE",46.349071,-72.544762
1143130491,"VILLA DU CARMEL","3981 rang des Grès","Notre-Dame-du-Mont-Carmel (Québec)",NA,"G0X3J0","CENTRE DE RESSOUR. D'OBÉDIENCE CHRÉTIENNE ÉVANGÉLIQUE, PROMOUVOIR LA DÉVO.","APE",46.443752,-72.719594
1179172292,"LES INITIATIVES SAINT-JEAN-BAPTISTE","1251 5e Avenue","Shawinigan (Québec)",NA,"G9T2N7","Location résidentielle","APE",46.610283,-72.69687
1179154860,"Oasis Agriculture Urbaine","1895 AV. Champlain","Shawinigan (Québec)",NA,"G9N2K9","Production maraîchère en contexte urbain et périurbain","APE",46.553791,-72.744514
1179157699,"LA BOURGADE, COOP DE SOLIDARITÉ","3981 rang Saint-Alexis","Saint-Luc-de-Vincennes (Québec)",NA,"G0X3K0","-","COP",46.496118,-72.419175
1179228953,"DARDS MAURICIE","85 rue Lionel-Larivière","Trois-Rivières (Québec)",NA,"G8W2M4","-","APE",46.378178,-72.568742
1142377168,"Phénix ECJ, Shawinigan / Mékinac","1-2513 av. Saint-Marc","Shawinigan (Québec)",NA,"G9N2K2","Groupe d'entraide et centre de jour santé mentale","APE",46.554127,-72.74175
1179112595,"Production Relax","2-1691 rue Saint-Olivier","Trois-Rivières (Québec)",NA,"G9A4C8","-","APE",46.337326,-72.54912
1144471407,"ASSOCIATION PRESSE-PAPIERS INC.","73 rue Saint-Antoine","Trois-Rivières (Québec)",NA,"G9A2J2","ATELIER ARTISTIQUE","APE",46.340894,-72.540731
1179048625,"IMPACT VERT","136-1001 RANG Saint-Malo","Trois-Rivières (Québec)",NA,"G8V1X4","Collecte des encombrants et des déchets qui seront recyclés s'il y a lieu et redistribution aux communautés défavorisées. Création des centres de collecte et de recyclage où les habitants peuvent déposer leurs encombrants et leur déchets recyclables","APE",46.407629,-72.48273
1144083335,"AUTISME MAURICIE","2019 av. Coopérants","Trois-Rivières (Québec)",NA,"G8Z2G4","PROMOTION, DÉFENSE DROITS PERSONNES AUTISTIQUES, SERV. AIDE PERS. AUTISTI.","APE",46.341486,-72.563146
1179072419,"Auberge le Repos du Berger","4841 rue Boisclair","Notre-Dame-du-Mont-Carmel (Québec)",NA,"G0X3J0","-","APE",46.486705,-72.714955
3379071007,"AECSSI","1062-3351 BOUL. des Forges","Trois-Rivières (Québec)",NA,"G9A5H7","L’Association est établit au sein d’une université et est constituée d’étudiant.e.s aux cycles supérieurs. Elle fait aussi la promotion des études supérieures en plus d’appuyer la persévérance scolaire.","ASS",46.384,-72.63943
1179091906,"Équipe de football féminine Battle Angels","229 rue Parent","Trois-Rivières (Québec)",NA,"G8T5M8","-","APE",46.392256,-72.546744
1179001855,"Association des Villégiateurs du Lac Germain","600 rue du Plateau","La Tuque (Québec)",NA,"G9X1Z8","Assurer l'entretien ou la mise en place d'infrastructures utilisées par les propriétaires de chalets de l'Association","APE",47.437472,-72.77259
1179071866,"Association pour l'accessibilité citoyenne à la plage de Batiscan","285 rue Principale","Batiscan (Québec)",NA,"G0X1A0","Rendre accessible la grève de la plage de Batiscan","APE",46.474916,-72.265491
1143884253,"LES PARENTS-PARTENAIRES INC.","6038 rue Notre-Dame O","Trois-Rivières (Québec)",NA,"G9A5A4","Apporter du soutien auprès des parents et des enfants âgés de 5 à 17 ans avec un ou des diagnostics en santé mentale","APE",46.31748,-72.567593
1165734485,"COOPÉRATIVE DE SOLIDARITÉ ETC","511 rue Tessier","La Tuque (Québec)",NA,"G9X3E8","ENSEIGNEMENT (FORMATION) OBNL","COP",47.440114,-72.786418
1145359890,"LA CITÉ DES MOTS","205-465 5e rue de la Pointe","Shawinigan (Québec)",NA,"G9N1E5","ALPHABÉTISATION, ÉDUCATION POPULAIRE","APE",46.540582,-72.748058
1178871654,"La Cité en scène","1000 av. Melville","Shawinigan (Québec)",NA,"G9N6T9","Production et diffusion de spectacles multidisciplinaires","APE",46.5366,-72.757296
1146588430,"LA MAISON DE L'ABONDANCE","200 rue Notre-Dame","Saint-Alexis-des-Monts (Québec)",NA,"J0K1V0","DISTRIBUTION DE NOURRITURE AUX PERSONNES DÉMUNIES","APE",46.459421,-73.145056
1178968286,"Le Festival Métal de Trois-Rivières","1181 rue Saint-Alexis","Trois-Rivières (Québec)",NA,"G8T7X5","-","APE",46.414848,-72.565
1178929072,"Organisme le coeur des Lions de Trois-Rivières","6000 rue du Colisée","Trois-Rivières (Québec)",NA,"G9B0Y7","Collecte de fonds pour soutenir et promouvoir le bénévolat, la pratique d'activitées sportives, le developement culturel, économique, social et soutenir la communauté.","APE",46.321007,-72.590972
1178958261,"Propulsoeurs","411 4e Rang","Saint-Étienne-des-Grès (Québec)",NA,"G0X2P0","Organisation et participation à un événement de nature sportive et solidaire","APE",46.392401,-72.758488
1143191220,"ASSOCIATION QUÉBÉCOISE DE LA DÉFENSE DES DROITS DES RETRAITÉS ET PRÉ- RETRAITÉS DES CHENAUX (A.Q.D.R.)","44 rang de la Rivière-à-Veillet","Sainte-Geneviève-de-Batiscan (Québec)",NA,"G0X2R0","ORGANISATIONS CIVIQUES ET AMICALES","APE",46.564545,-72.341041
3378933157,"Les Veiltards","3280 rue De Bienville","Trois-Rivières (Québec)",NA,"G8Y3L3","Réparation, entretien et déneigement Chemin Lac Veillette Sud","ASS",46.338421,-72.598142
1144973626,"CENTRE DES AÎNÉS DE SHAWINIGAN","4393 av. Bonaventure","Shawinigan (Québec)",NA,"G9N3G6","Regrouper les ainés retraités et pré-retraites de Shawinigan. Loisirs","APE",46.569935,-72.735653
1178920873,"Disques Alliance","2B rue des Érables","Trois-Rivières (Québec)",NA,"G8T5G1","Production de disques","APE",46.364217,-72.502118
1143505650,"L'ASSOCIATION DES PERSONNES HANDICAPÉES DU COMTÉ DE MASKINONGÉ INC.","320 rue de l'Industrie","Louiseville (Québec)",NA,"J5V3A2","PROMOTION ET SERVICES AUX PERSONNES HANDICAPÉES","APE",46.261632,-72.954199
1142108548,"FORMATION ACCÈS INTÉGRATION TRAVAIL (FAIT) INC.","1110 boul. Thibeau","Trois-Rivières (Québec)",NA,"G8T7B2","INTÉGRATION SOCIO-ÉCONOMIQUE DE PERS. DÉFAVORISÉES SUR LE PLAN DE L'EMPLOI.","APE",46.394028,-72.559487
1142747691,"Société Charles N. De Blois Inc.","484 rue Notre-Dame E","Trois-Rivières (Québec)",NA,"G8T4E2","RÉADAPTER, FAVORISER L'INTÉGRATION DES MALADES MENTAUX À LA VIE FAMILIALE","APE",46.362616,-72.502435
1146438719,"PARTENAIRES ACTION JEUNESSE MÉKINAC","104-581 rue Saint-Paul","Saint-Tite (Québec)",NA,"G0X3H0","AMÉLIORER LA SITUATION DES JEUNES DÉVELOPPER LES MILIEUX DE VIE","APE",46.727695,-72.564289
1178802840,"REGROUPEMENT ARTISTE SUPER QUALITÉ","462 av. Tamarac","Shawinigan (Québec)",NA,"G9N1V1","-","APE",46.540192,-72.750107
1178810546,"Centre Évangélique Le Potier","100-1009 BOUL. du St-Maurice","Trois-Rivières (Québec)",NA,"G9A3R2","-","APE",46.352307,-72.545782
1178803400,"Festival de la Rivière","1900 AVE Melville","Shawinigan (Québec)",NA,"G9N6T8","-","APE",46.533213,-72.754938
1165336703,"COOPÉRATIVE D'ÉLECTRICITÉ L.T.M.","5270 rue Loiselle","Trois-Rivières (Québec)",NA,"G8Y6M5","DISTRIBUTION D'ÉLECTRICITÉ","COP",46.350454,-72.609012
1178775913,"La Criaillerie - communauté créative","1623 AV. Saint-Marc","Shawinigan (Québec)",NA,"G9N2H4","Atelier d'art, salle de cours et salle d'exposition","APE",46.551321,-72.745612
1178730603,"onirik académie","470 16e Avenue E","Shawinigan (Québec)",NA,"G9T1C4","-","APE",46.620528,-72.698723
1147412598,"LE RUBAN ROSE","510 av. Broadway","Shawinigan (Québec)",NA,"G9N1M3","Aider et soutenir les femmes atteintes de cancer ainsi que leurs proches à travers leurs différentes démarches et les renseigner sur les diverses possibilités qui s'offrent à elles, plus spécifiquement les femmes atteintes du cancer du sein.","APE",46.541004,-72.743593
1144988699,"HOCKEY MAURICIE INC.","101-4720 boul. Gene-H.-Kruger","Trois-Rivières (Québec)",NA,"G9A4N1","PROMOUV. & ORGANISER PRATIQUE HOCKEY MINEUR DANS TERRITOIRE DÉFINI PAR FQHG","APE",46.325103,-72.563486
1179724696,"Rouge Gorge Tabernacle Canada","2555 rue du Prieuré","Shawinigan (Québec)",NA,"G9P0C6","-","APE",46.528607,-72.733788
1179277919,"COOP RIVIÈRE MATTAWIN","219 CH. de la Mattawin","Trois-Rives (Québec)",NA,"G0X2C0","Activités guidées en eau vive (rafting, kayak, etc.)","COP",46.905276,-72.933917
1179780730,"Afeas Saint-Maurice","2661 rang Saint-Jean","Saint-Maurice (Québec)",NA,"G0X2X0","Association AFEAS","APE",46.472027,-72.528167
3379715389,"Terre précieuse","1123 rue Saint-Paul","Trois-Rivières (Québec)",NA,"G9A1J4","-","ASS",46.352684,-72.543664
1179852117,"Association des propriétaires du Nord de la Vallée Pruneau","131 rue du Boisé","Grandes-Piles (Québec)",NA,"G0X1H0","Organisation du déneigement et de l'entretien des chemins non municipalisés du nord de la Vallée Pruneau","APE",46.691786,-72.720292
1146752010,"GRAND-COEUR SAINT-LOUIS-DE-FRANCE","2230 boul. Thibeau","Trois-Rivières (Québec)",NA,"G8T1E9","ACHETER ET DISTRIBUER DES DENRÉES ALIMENTAIRES. ACHETER ET DISTRIBUER DES FOURNITURES SCOLAIRES","APE",46.408681,-72.575993
